movie_id,overview
76330,"Документальный фильм о концертном туре джазовой группы, в которой играет Вуди Аллен, по Европе в 1996 году."
9448,"Профессиональный убийца Мэл и его собратья по оружию работают без выходных. Очередное дело, на первый взгляд, кажется легким и незамысловатым. Они похищают дочь богатого промышленника, не подозревая, что девушка — крестница их могущественного босса. В довершении всего, судьба посылает Мэлу последнее решающее испытание; в тот момент, когда дела идут из рук вон плохо, он влюбляется в собственную жертву."
38618,"«Четверо было на свете и есть — ненасытных от века: пасть Шакала, Коршуна зоб, лапа Мартышки и глаз Человека». Вдали от городов, в дебрях африканских джунглей, над Свободным Племенем нависла угроза — пришли белые люди с ружьями. И только Человек, воспитанный дикой природой, может спасти уставшее Племя. Для битвы вернулся Тарзан. Для битвы за жизнь и свободу."
18316,"Водитель-дальнобойщик Джек Круз только что вышел из тюрьмы и сейчас находится под полицейским надзором. Однако, обстоятельства вынуждают его, ради благополучия жены и ребенка, согласиться на перевозку левого груза."
77514,"Эпоха дикого капитализма вовсю набирала обороты, когда Анатолия оставила жена. Молодой, красивый и умный, со знанием иностранного языка, он почему — то никак не вписался в современную, совершенно непостижимую для него жизнь.  Как нить Ариадны в мире новой морали стала для него встреча с бывшим одноклассником Димой, успешно торгующим в коммерческом киоске. Жизнь становится похожей на кино.  Необдуманный и легкомысленный поступок Анатолия стал первым звеном в цепи событий, в результате которых был убит человек, сам являющийся наемным убийцей.  Маленький сын этого человека назвал Анатолия папой… Как поведет себя после этого Анатолий? Станет ли он отцом малышу? Или займет место киллера?"
49474,"Ник - молодой шотландец, живет в крупном городе и играет в полупрофессиональной футбольной команде. Однажды он встречает Карен, они сразу же влюбляется друг в друга и быстро съезжаются. Казалось бы, он нашел точку стабильности в своей жизни, но вскоре его поражает серьёзная болезнь - рассеянный склероз. В то время как тело постепенно поражают все новые симптомы болезни, Ник не сдается. Его отчаянная борьба дает ему и его близким силы продолжать жить."
4415,"Первая половина девятнадцатого века. Франция находится на пороге революции. Жан Вальжан — отверженный, приговоренный к тюремному заключению и вынужденный скрываться от жестокого правосудия. Начальник парижского департамента полиции Жавер считает его поимку делом всей своей жизни. После смерти возлюбленной Жана единственным близким человеком для него остается ее дочь Козетт. Он пойдет на все ради ее счастья… навстречу своему злейшему врагу."
39467,"Две судьбы и две мечты пересеклись удивительным образом. Движимый мистическим чувством Флетчер Макбракен отправляется на поиски своего идеала - поразительной темноглазой брюнетки с созданного им же самим портрета. Имея единственный ориентир, - загадочное слово «Формоза», - Флетчер с надеждой и волнением покидает Техас."
55561,"Проводить целые дни в скучном офисе и надеяться, что однажды все изменится?! Героиням картины приходится несладко – в крупной компании они занимают самую низшую ступеньку служебной лестницы, и все смотрят на них свысока. Но подруги не унывают: сообща справляются с трудностями и не устают подбадривать друг друга шутками. Пока стрелки офисных часов неторопливо отмеряют рабочее время, каждая мечтает о чем-то своем: Маргарет намерена добиться повышения, Паула грезит об актерской карьере, Джейн не терпится выйти замуж за своего парня, а скромняга Айрис ждет, что судьба сама ей что-нибудь предложит. Течение привычной жизни нарушается, когда на работе начинает происходить что-то странное. Похоже, в офисе завелся воришка. Подозрение падает на одну из наших подруг, и атмосфера потихоньку накаляется..."
8656,"Земле грозит неизбежное столкновением с кометой, что приведет к гибели всего живого. Президент США сообщает миру, что до «столкновения с бездной» остается год. На комету отправляют корабль «Мессия» который должен взорвать комету. Но от взрыва комета разлетается на две части. Ничто не может спасти человечество. Как поведут себя люди?"
209345,"Кроличья лапка приносит удачу. А это, несомненно, была удача для Нэта Блейка, уличного мальчишки из Бостона, попасть в настоящую семью. Это была особенная семья: супружеская пара Джо и Фриц Бэеры взяли на себя заботу о воспитании нескольких чужих детей. Взамен от детей требовалось выполнение трех правил: не драться, не врать, не воровать. Для мальчишек это было невероятно трудным испытанием и каждый из них справлялся с этим по-разному."
35796,"В городок для богатых, состоящий из «каталожных» особняков и идеально подстриженных газонов, переезжает еще одна семья: отвратительный папа, мама, наставляющая рога мужу при любой возможности, и чудная девочка Девон. Она не такая, как ее родители, ибо познала боль и близость смерти — ей было сделано несколько операций на сердце.  Она живет будто в сказочном мире, но при этом прекрасно видит реалии. Идеальные газоны в этом городке подстригает некто Трент, молодой парень с пулевым ранением живота, бывший спортсмен по прыжкам в воду. Между необычной девочкой и взрослым, единственным человеком, способным на проявление простых человеческих чувств, зарождается дружба…"
18937,"Все то же царство Камелот, все тот же король Артур, все тот же легендарный меч Экскалибур, который похищает злой рыцарь Рубер. Храбрая девушка по имени Кейли отправляется на поиски меча, ведомая ослепшим юношей по имени Гаррет.  Они встречаются с забавным созданием — двухголовым драконом по имени Девон и Корнуол. Во время их волшебного и музыкального путешествия Кейли и Гаррет открывают для себя нескончаемую силу дружбы и отваги."
929,"Из тихоокеанских джунглей на Нью — Йорк надвинулась страшная катастрофа. На глазах у потрясенных жителей рушатся небоскребы, переворачиваются автобусы, уходят под землю целые кварталы. Но это не ураган и не землетрясение. Это — Годзилла, самое ужасное чудовище в истории.Для него человеческая цивилизация — лишь жалкий муравейник, дома — спичечные коробки, вертолеты — назойливые стрекозы. Мегаполису грозит полное уничтожение. Армия, оснащенная по последнему слову техники, не в силах противостоять гигантской ящерице. Небольшой группе смельчаков предстоит выяснить, зачем Годзилла пришел в Нью — Йорк. Возможно, тогда им удастся спасти город…"
9452,"Думая, что карьера его окончена, сенатор Джей Булворт подписывает контракт на огромную сумму денег, страхуя свою собственную жизнь. Но страх надвигающейся смерти вызывает непреодолимое желание рассказать всем, какова политическая жизнь на самом деле. Неожиданно для самого себя сенатор становится супер популярным. В это же время он безнадежно влюбляется в Нину, красивую девушку, активистку маленького городка. Теперь, когда у Булворта возродился вкус к жизни, он должен найти убийцу, который охотится за ним…"
1878,"Два приятеля едут в Лас-Вегас. Спортивный обозреватель Рауль Дьюк едет, чтобы осветить знаменитую «Минт 400». Его спутника зовут Доктор Гонзо, и он адвокат. Обзор «Минт 400» из-за непогоды и отсутствия интереса у рецензента оборачивается полным провалом, и Дьюк и Гонзо отправляются в казино."
9844,"Нет ничего скучней и однообразней… секса. Диди Труитт с одинаковым безразличием дарит свою любовь всем вокруг. Не каждая женщина может похвастаться таким количеством связей. И остается только удивляться любвеобильности Диди, ведь девушке всего шестнадцать лет! Жизнь каждого, кто провел с ней ночь, превращается в кромешный мрак. На этот раз от коварной красотки пострадал ее двоюродный брат: Диди соблазнила его возлюбленного и скрылась с ним в неизвестном направлении. Устав от интриг, она наконец, решиланайти что — то чистое и светлое, в противоположность сексу. Но с любовного фронта нельзя дезертировать безнаказанно: армия разгневанных любовников отправляется в погоню за Диди."
14342,"В 1794 году по поручению президента США состоялась экспедиция на Дикий Запад, в последствии названная экспедицией Льюиса и Кларка. Однако мало кто знает, что немногим ранее состоялась другая экспедиция по тому же маршруту.  Группа веселых дебоширов и бедолаг, невзирая на невероятные препятствия и козни врагов, достигла американских берегов Тихого океана и даже пошла немного далее."
9715,"Когда красавица Берди Пруитт принимает участие в телевизионном ток — шоу, она и не подозревает, какой ужас ожидает ее. Перед включенной кинокамерой она неожиданно узнает, что у ее мужа связь с ее лучшей подругой. Кажущаяся идеальной, жизнь Берди разрушена.  Глубоко разочарованная, она со своей маленькой дочерью едет в Смивилл, чтобы найти утешение у своей матери. Конечно же, бывшая королева красоты, оставшаяся ныне у разбитого корыта — лакомый кусочек для маленьких техасских городков. Однако, когда она вновь встречает своего старого друга и поклонника Джастина, ей становится ясно, что она наконец — то должна взять себя в руки. Любовь, страх и сомнения.  Берди переживает водоворот чувств, но это — ее второй шанс."
26610,"Два матёрых шведских детектива прибывают в крошечный норвежский городок, чтобы помочь неопытным местным полицейским расследовать убийство девушки. «Аккуратный» убийца допускает единственный просчет, что позволяет сыщикам устроить на него засаду. Но, по нелепому стечению обстоятельств, в густом тумане опытнейший детектив Йонас Энгстрем случайно убивает своего напарника и упускает преступника, ставшего свидетелем фатального несчастного случая. Теперь Энгстрему, оказавшемуся на крючке у убийцы, нужно не только замести следы, но и раскрыть преступление, не подставив своего невольного соучастника."
20064,"Темная Техасская история о Джимми Весте, молодой мальчик, который изо всех сил пытается остаться нормальным посреди серьезной семейной дисфункции. Его отец, Рей, сумасшедший Вьетнамский ветеран, он терроризирует двух младших детей, Майки и Марка, его жену Кейт, и иногда вынуждает Джимми и Кейт заниматься сексом под прицелом. Подруга Джимми Траси собирается переезжать, чтобы пойти в школу, Джимми хотел бы пойти с нею, он боится оставлять его мать и родных братьев без защиты."
1965,"Преуспевающий бизнесмен Стивен Тэйлор, испытывающий серьезные трудности на работе, грозящие ему разорением, узнает, что жена Эмили, женщина очень богатая, изменяет ему с художником Дэвидом. Наведя справки, он узнает, что Дэвид вовсе не художник, а брачный аферист с солидным «послужным» списком и рядом отсидок в тюрьме. Встретившись с Дэвидом, Стивен предлагает ему 500 тысяч долларов за убийство собственной жены…"
312,"Выросшая в семье глухих, Лара всегда была единственным звеном, соединяющим её отца и мать с окружающим миром. Но однажды в её жизнь пришла музыка.  Волшебная сила прекрасных звуков заворожила девушку и завладела её сердцем. Теперь Лара должна сделать единственный выбор между милым домом и несуществующим для её родителей совершенным миром музыки."
6068,"Небольшой самолет терпит катастрофу на необитаемом острове. Отважный летчик и его очаровательная пассажирка оказались совершенно одни среди дикой природы. Они отчаянно пытаются сообщить о себе, но не знают, что их уже давно перестали искать. Наконец, впервые за эти дни на пустынном горизонте показался странный корабль, который причалил к затерянному острову. Но вместо того, чтобы улыбнуться невезучей парочке, судьба снова посмеялась над ними. Вооруженные до зубов пираты так не похожи на долгожданных спасителей! Пилот и его спутница так стремились оказаться в веселой компании. Теперь они хотят снова остаться наедине…"
15037,"Выпускной вечер в полном разгаре. Самое время безмятежно веселиться, вспоминая радостную пору ученичества. Но Престон Майерс настроен очень серьезно.  Ведь утром он уезжает из города и, возможно, больше никогда не увидит красавицу Аманду, королеву бала и его сердца. Четыре года юноша скрывал свое чувство. Грандиозная вечеринка — последний шанс наверстать упущенное.  Более подходящего места просто не найти, ведь, как известно, ночи созданы для любви…"
50043,"Кузина Бетта брошена и разочарована. Радость жизни возвращается к ней после встречи и подчинения себе развратной девушки Дженни. Под чутким руководством Бетты Дженни совращает и тут же бросает каждого встреченного в Париже мужчину, создавая катастрофическую цепь событий, засасывающую в себя всех — всех, кроме кузины Бетты."
37636,"Фильм - история любви, действие которой происходит в наши дни. Сид, работающая в фотожурнале и изрядно уставшая от рутины в своей жизни, поднимается наверх, чтобы пожаловаться на протекающий потолок.  Там она обнаруживает Люси Берлинер, фотографа, когда-то известную, а теперь позабытую, живущую в сексуально-наркотическом тумане со своей пристрастившейся к героину подругой. Сид постепенно входит в их жизнь и влюбляется в Люси..."
17044,"Три молодые англичанки Стелла, Эйг и Прю во время Второй мировой войны вступают в «Женскую армию Земли» и переезжают работать на ферму в Дорсет."
60951,"1798 год. Египетская кампания Наполеона провалилась. Его обреченная армия пересекает Сахару, отражая атаки воинов Мамелюка. Молодой французский офицер Огюстен Робер бесстрашно сражается с врагом, веря в свое спасение.  Но Сахара довершает уничтожение, низвергнув оставшихся в живых солдат за грань реальности. Находясь к тому моменту в полубессознательном состоянии, спасающийся от преследователей Огюстен встречается с леопардом. Это должна была быть встреча со смертью."
21334,"По пути из школы Али, мальчик из бедной семьи, теряет только что взятую из починки единственную пару обуви своей младшей сестры. Это была серьезная оплошность. И дети решают ничего не говорить родителям, а чтобы те ничего не заметили, придумывают маленькую хитрость. Но, как это иногда бывает, невинная затея приводит к неожиданным обстоятельствам."
32284,"Фрэнки страдает бессонницей. И тому есть масса причин. Она работает официанткой в обычном кафе, а мечтает совсем о другом. К тому же личная жизнь не устроена. Однако, Фрэнки не разменивается по мелочам. Она ждет своего «принца», который ответит всем ее высоким требованиям.  Увидев нового служащего Дэвида Шрайдера, девушка понимает, что пропала. Молодые люди начинают встречаться. Но вскоре выясняется, что у голубоглазого красавца Дэвида есть подружка. Что ж, Фрэнки не намерена отступать…"
37410,"Жизнь застенчивого мусорщика Саймона Грима невероятно скучна и печальна. Дни напролёт он вкалывает на работе, для того, чтобы оплатить лекарства больной матери и безделье сексуально озабоченной сестры. Единственные моменты блаженства, которые скрашивают унылое существование Саймона, это несколько спокойных минут в компании с баночкой пива.  И когда уже казалось фортуна поставила жирный крест на судьбе несчастного мусорщика, на горизонте появился загадочный Генри Фул с большим чемоданом в руке."
53765,"Если кому-нибудь придет в голову организовать конкурс на звание «Мистер Ревность», то герой фильма Лестер Гримм обязательно выйдет победителем. Лестер убежден, что все женщины от природы патологически неверны. Раз за разом его отношения с девушками рушились под невыносимой тяжестью ревности. В очередной раз сомнение закрадывается в его ранимую и чувствительную душу, когда он знакомится с прекрасной неукротимой Рамоной. Тень ее бывшего возлюбленного — известного писателя Дэшила Фрэнка — снова разжигает костер подозрений Лестера. Чтобы узнать поближе бывшего друга своей девушки, Гримм пускается в отчаянную и коварную авантюру, которая обернется массой неожиданностей и станет разгадкой многих тайн."
10674,"Для великого народа наступили тяжелые времена: на страну напало воинственное племя гуннов. Переодевшись в мужскую одежду, Мулан присоединяется к другим воинам и отправляется в опасный поход к подножию заснеженных гор. Ее сопровождает забавный дракончик Мушу, который больше похож на маленькую собачку, чем на мифическое чудовище.Пытаясь скрыть тайну, они попадают в забавные ситуации и не подозревают, что их секрет вот — вот раскроется!…"
136134,"Виктор — гангстер и беспощадный убийца, его называют «Человек со шрамом» 90-х. Он главарь банды киллеров. Журналист по имени Рин стремится раскрыть тайну о так называемом «Воскресшем человеке», рискуя собственной жизнью."
846,"Даллас, штат Техас. Бомба террориста уничтожает здание. В ходе расследования спецагенты ФБР Фокс Малдер и Дана Скалли сталкиваются с тайным заговором, превосходящим по опасности все, что они до этого встречали. Рискуя собственной жизнью и карьерой, Малдер и Скалли делают все для уничтожения смертельного вируса, способного поразить все живое на Земле и, возможно, имеющего внеземное происхождение.  В этой погоне за правдой они выходят на таинственный синдикат, состоящий из могущественных людей, которые не остановятся ни перед чем ради сохранения своих секретов. Люди синдиката преследуют агентов в техасской пещере, штабе ФБР и на секретной базе в Антарктике, хранящей самый главный секрет..."
3050,"У доктора Джона Дулиттла есть, кажется, все, о чем только можно мечтать: удавшаяся карьера, красивая жена и две прелестные дочки. В довершение ко всему он вот — вот заключит самую большую в своей жизни финансовую сделку. Короче, доктор Дулиттл — настоящий счастливчик. И вдруг случается ужасное: доктор Дулиттл замечает, что в нем просыпается когда — то присущая ему способность… говорить на языке зверей.Дулиттл в прямом смысле слова понимает зов природы и может на него ответить. Отныне его ждет настоящая «собачья жизнь». Четвероногие и пернатые пациенты, прослышав про чудесного целителя, не дают ему прохода дома и на работе: «Кончай болтать, лечи!»…"
1389,"Джек Фоули — самый удачливый грабитель в стране, ограбивший более двухсот банков. Однажды, сбежав из тюрьмы, он понимает, что должен украсть кое-что более ценное, чем деньги… сердце Карен Сиско. Она умна, красива, но, к сожалению, Карен еще и работник прокуратуры. Теперь предстоит рискнуть всем, чтобы понять, есть ли между ними нечто большее, нежели Закон…"
11020,"В 1900 году, в День Святого Валентина, группа австралийских школьниц во главе с учительницей отправляются на пикник в район Висячей скалы, местной достопримечательности, и бесследно исчезают."
20862,"У двух приятелей - Виктора и Томаса - было огненное детство. Томас слышал разные версии о нем, и во всех его выбрасывали из окна. Такое героическое, но неопределенное прошлое вызывало некоторое смятение в его душе, а порой, в коротких перепалках с Виктором, приводило и к мордобою. Но эти схватки за правду не отдаляли друзей, хотя иногда привязчивый Томас и получал совет «найти себе девушку». Как бы там ни было, но им предстояло первое в жизни совместное путешествие, и беспечность Томаса совсем не вызывалавосторга у его более сурового друга..."
108548,"Биографическая драма стареющего кинорежиссера Мануэля де Оливейры, который вместе с тремя актерами путешествует по Португалии и вспоминает свою юность. Португалия — это одновременно и конец, и начало Европы, но герои приходят именно к концу, который угрожает вымирающей деревне. Это родина французского актера Альфонсо. «Путешествие к началу мира» — это одновременно вояж к прошлому, настоящему и будущему, которые отражаются друг в друге. В конце повествования становится ясно, что режиссер и актеры готовятся к съемкам фильма, но это только верхний слой фильма-притчи."
9464,"Билли Браун только что вышел из тюрьмы. Он спешит к непонятно за что любимым родителям, и, чтобы произвести на них впечатление, по дороге захватывает заложницу. Но дома его не ждали.  Более того, мать до сих пор тихо ненавидит Билли за то, что в 1966 году она пропустила исторический матч любимой команды, поскольку именно в этот момент рожала сына.  Билли безуспешно пытается завоевать расположение своих ненормальных родителей. Единственный человек, который в этом сумасшедшем доме относится к Билли по-человечески, это его очаровательная заложница."
95,"Тень гигантского астероида легла на Землю. До рокового столкновения остаются считанные дни. Наступает Армагеддон, трагический финал мировой истории. Чтобы предотвратить катастрофу, необходимо чудо - или совместные усилия лучших из лучших вместе с технологической мощью всего созданного человеком. Сможет ли горстка людей противостоять вселенской стихии?.."
944,"Главный герой Риггз ждёт, как он надеется, сына от Лорны Коул, а Роджер — внука. Оба уже ощущают возраст, им дали звания капитанов, но сердца их всё ещё молоды и без приключений не могут. Однажды детективы отправляются на рыбалку, во время которой замечают корабль с китайскими беженцами."
35680,"Десятилетняя девочка Мадлен, родители которой умерли, учится в маленькой школе для девочек в Париже. К сожалению, умирает миссис Ковингтон, на средства которой и существует школа во главе с монахиней мисс Клавель.  Злой муж покойной дамы хочет закрыть школу, а дом продать, но Мадлен, отличающаяся умом, сообразительностью и общей живостью характера, никак не может этого допустить. В этот нехитрый сюжет включена и линия с похищением Пепито, двенадцатилетнего сына испанского посла, живущего в соседнем особняке. Во время похода в цирк злоумышленники похитили его вместе с Мадлен, которая как раз решила сбежать вместе с цирковой труппой. Вот тут и начинаются настоящие приключения…"
11551,"Корпорация «Глоботек» задействовала в производстве игрушек военные технологии, один из разработчиков вставил в новую серию солдатиков сверхсовременные самообучающиеся микропроцессоры. В результате в магазин поступили злые десантники, запрограммированные воевать с добрыми фантастическими существами гаргонитами. Первым с ними столкнулся сын владельца маленького магазина игрушек, принявший сторону гаргонитов. Десантники, поначалу не трогавшие «гражданских лиц» вскоре перешли на совсем неигрушечные боевые действия и против людей. Мальчику, соседской девочке, а затем и их родителям пришлось вступить в бой. К ним присоединились и горе-разработчики, слишком поздно уразумевшие, каких бед они натворили.Даже мирные гаргониты, запрограммированные на то, чтобы прятаться, не выдержали и взялись за оружие."
473,"Талантливый математик Макс Коэн в течение многих лет пытается найти и расшифровать универсальный цифровой код, согласно которому изменяются курсы всех биржевых акций. По мере приближения к разгадке, мир вокруг Макса превращается в мрачный кошмар: его преследуют могущественные аналитики с Уолл-Стрита и жестокие фанатики из тайной религиозной секты, готовые пойти на убийство, чтобы обнаружить код вселенского мироздания в своих древних священных текстах. Находясь на грани безумия, Макс должен сделать решающий выбор между порядком и хаосом, святостью и дьявольщиной, мудростью и невежеством и решить, способен ли он совладать с могущественной силой, которую пробудил его гениальный разум."
544,"Все началось 13 лет назад с ущемленного «достоинства» Теда, хронического неудачника, постоянно ставящего себя в комические ситуации: он настолько труслив, что способен вывести из себя собственного психиатра, настолько нелеп, что способен в самый ответственный момент прищемить свое мужское достоинство брючной молнией.Этому недотепе не особенно везет в жизни, но зато однажды повезло в любви: когда ему было 17, он встретил Мэри."
10513,"Инопланетяне хотят превратить землян в рабов, но, опасаясь, что не справятся с их свободолюбивыми душами, вначале оживляют мертвецов на захолустном американском кладбище. От их рук гибнут всё новые люди, полицейские наталкиваются на разрытые могилы и отчаянно стреляют в неотвратимо надвигающихся живых мертвецов…"
28966,"Два молодых человека Джек Пауэлл и Дэвид Армстронг из одного небольшого городка влюблены в Сильвию Льюис. Однако Сильвия отвечает взаимностью Дэвиду, а Джек не замечает влюбленную в него соседскую девчонку Мэри Престон. После вступления США в Первую Мировую войну юноши попадают в авиационный корпус и становятся не только асами, но и друзьями. Стараясь быть ближе к Джеку, Мэри присоединяется к женскому механизированному корпусу, но война охватила большие расстояния и они почти не встречаются. Один единственный раз Мэри находит Джека в увольнении, но в таком виде, что он ее не узнает и встреча печально заканчивается для самой Мэри. Меж тем, между друзьями произошла размолвка, и они улетают в бой, не примирившись, что в итоге приводит к трагической развязке — это война…"
65203,"Танцующие певицы сестры Махони приезжают на Бродвей, где их друг Эдди Керне хочет задействовать их в одном из новых шоу Фрэнсиса Занфилда. Эдди и одна из сестер даже состоят в отношениях и намереваются обвенчаться, однако Эдди влюбляется во вторую сестру, на которую положил глаз член высшего общества Нью-Йорка Джок Уорринер…"
143,"Рассказ о простых немецких школьниках старших классов, которые под действием патриотической пропаганды идут на войну, принимая её как игру, и не знают, что впереди их ждет только смерть."
